interval,loss,p0,p1,a0,b0,c0,d0
0,0.5823653868440384,47.222,0.0003,0.08069971443279433,-0.014067475208641933,0.0864413002689356,-0.02206866829162149
0,0.4096888357170581,47.222,0.0003,0.028466971066203394,0.05145370357353357,0.027893619449628437,0.04245542081958508
0,1.6681280619520558,47.222,0.0003,0.07658268145155997,-0.070724436662539,-0.0908176839307207,-0.002074841225739907
0,0.6011746538249193,47.222,0.0003,0.049438609402402245,-0.056675891645597,-0.07653920038538471,0.06776479511648409
0,0.399953714911062,47.222,0.0003,0.01717161228192771,0.09929445078392787,-0.05414481977890319,0.04770612670334911
128,1.0490521016561771,47.222,0.0003,-0.05803476249857385,0.0454965450038854,-0.07412273417314015,0.03854701753531907
128,0.7889593270041686,47.222,0.0003,0.07222712003964468,0.07763890560822781,0.07428326065075004,-0.08181679981874779
128,0.8184628746536675,47.222,0.0003,-0.0029166338868880886,-0.058113149061241515,-0.054505281078373304,-0.08690577648484459
128,1.1722820026028449,47.222,0.0003,-0.08490508124654184,0.0926012580259343,-0.007972296892143805,0.006077923075687976
128,0.5918716550180186,47.222,0.0003,0.013357975534076423,0.07809740956983485,0.030253635187256864,0.05726534354563104
256,1.289257948924134,47.222,0.0003,0.0321888198507784,0.07893211633374397,0.06375521658303239,0.04326590838104641
256,1.3709228153678146,47.222,0.0003,0.05686978436561498,0.1837025515527297,-0.00916301103359295,-0.008474086732461365
256,2.0981171725029015,47.222,0.0003,-0.06589573712145075,0.07287726094057825,-0.09845849915187205,-0.008450707430576684
256,0.9390063703998965,47.222,0.0003,-0.04328895819645708,0.09376179658255708,0.04238309332670797,0.029494505984100285
256,1.8584975895105107,47.222,0.0003,0.07660947539890774,0.12502172123929,-0.08182593385264371,-0.00783463617555269
384,1.275541188527406,47.222,0.0003,0.006666168580368792,-0.005431449210787666,0.08140085062519481,-0.04865780218863325
384,1.6420091951585607,47.222,0.0003,0.04591678909350859,-0.024188658621027346,-0.08369971358743036,0.025652712642789365
384,2.251588036176864,47.222,0.0003,-0.02179801030228096,0.07173366773499305,-0.08076129712114077,-0.15660326218645415
384,1.747515954255797,47.222,0.0003,0.04181348913791801,-0.028111963331678827,-0.09585717972472221,-0.04379687256962434
384,1.8571434090053551,47.222,0.0003,0.08688728046301163,0.05038027703704051,-0.04277342364891786,-0.1325221925106629
512,1.7651938011055983,47.222,0.0003,0.010911960866633715,-0.12996127454619827,0.030667443899586887,0.09252289764079813
512,1.6277371423129217,47.222,0.0003,0.010029030545138914,0.07531627136926881,0.03107768207017987,-0.04838535543931277
512,1.7778834625324835,47.222,0.0003,-0.04007357547288317,-0.03990147025412358,-0.025063111836464872,-0.061787110647881054
512,1.768913327783241,47.222,0.0003,0.015747044534736018,0.004991486811046938,0.0548866755314032,-0.08826214888138034
512,2.074038822059421,47.222,0.0003,0.09236074382347481,0.09037138329845304,-0.012906624746209815,-0.0049562172555381884
