interval,sq_error,p0,p1,a0,b0,c0,d0
0,6.389342955770173,47.222,0.0003,0.08962914659919843,-0.050316049163934576,-0.07283893236020575,0.07200021764053621
0,3.7794941397847643,47.222,0.0003,-0.024526072103285296,0.038146895609390365,-0.09126438537966217,0.00110952006229572
0,6.439757893282132,47.222,0.0003,0.09139181867675863,-0.06038526001279108,0.09102374607261823,0.05905558589867299
0,6.207543046834767,47.222,0.0003,0.00517603592317203,-0.04255769970689848,0.091222568937186,-0.03431329874888646
0,6.498054557906268,47.222,0.0003,-0.05244474851792454,0.008487013655691685,0.08422398366544835,-0.06420052923932179
0,6.065835728076942,47.222,0.0003,-0.05109147295585744,0.047328454849298554,-0.07573032680361211,0.0775910190459812
0,6.142000740001648,47.222,0.0003,-0.08982440805216117,0.08438892701831072,-0.07081567080432291,0.0810821474792445
0,5.043635239829679,47.222,0.0003,0.10060381895748188,-0.051228184882099355,-0.011764552246399069,-0.03569122888544188
0,4.696173477484105,47.222,0.0003,0.06737700773766339,-0.01841777017075195,0.018631156287027405,-0.022289220967797622
0,6.36873210368637,47.222,0.0003,-0.08766268520164172,-0.02878170480657012,0.0961128146186296,-0.0001615440489719372
0,6.069646969630083,47.222,0.0003,0.0778652279711983,-0.09153455597597057,-0.08730167340011766,0.0015846465005172547
0,5.354415088726025,47.222,0.0003,0.07869943011080921,0.0514145420555385,0.05810834377903621,0.09367829220896583
0,6.436040572302538,47.222,0.0003,-0.06390578212076982,0.013391787552856912,0.06949555264238105,0.05303735550686152
0,5.033088993665929,47.222,0.0003,-0.025610856958061107,-0.06551000881773823,0.07266913476151994,0.05342415813361567
0,3.566032759408062,47.222,0.0003,0.024027910543662757,0.029202003774091306,-0.07229542979938999,0.0013212260132388007
0,6.492735074904455,47.222,0.0003,-0.09135950008274103,-0.04593733178385437,-0.06096468565502898,-0.04012101935472137
0,5.635172809808959,47.222,0.0003,0.07849365592418883,-0.016113020789100586,0.019496159542524975,-0.030151611540363023
0,4.265212792548022,47.222,0.0003,0.05163998996529385,-0.03634082579250852,0.00517801950410691,-0.06092263536085962
0,3.850514648097995,47.222,0.0003,-0.0028769923903491186,0.04369609681062003,-0.04838261851103415,-0.05288246828453109
0,6.525041738635812,47.222,0.0003,0.07509078239246433,0.04907356262175807,-0.05798610922920221,-0.027871490620359336
0,5.739892768912847,47.222,0.0003,-0.07050383529594884,0.09123370331415422,-0.05583924927961666,0.04786631899166227
0,5.147663581378139,47.222,0.0003,-0.04868829898802263,-0.07288637621996093,-0.08171671636872216,0.07007546434478039
0,4.203810695590792,47.222,0.0003,0.019642252294978877,-0.05616527976459535,-0.03664054310022929,0.03563574481328073
0,3.5553219629118136,47.222,0.0003,0.018784250684583843,0.025535681602942405,-0.03535142865636797,0.050157583991771934
0,6.473636336219546,47.222,0.0003,-0.07387643140661437,0.0013142386186577283,-0.09365428225680399,0.09605798561536262
0,5.295812335447437,47.222,0.0003,0.05094468932675284,-0.05139187888485243,0.07466462842612169,0.04193751819775285
0,5.911373507295185,47.222,0.0003,-0.09563256166447279,-0.00793334083607919,-0.0361350206112554,0.07092340353336796
0,5.463992987559264,47.222,0.0003,-0.08315752305370662,0.04636041834669386,-0.08478468802556448,0.097764538444426
0,4.995997583206643,47.222,0.0003,-0.052995082199859087,-0.07157800542998288,-0.026735997826994675,0.03561945550329266
0,6.415867120309552,47.222,0.0003,0.09360574845775997,-0.09480271927389955,-0.07678930183765184,0.09605917844043861
0,5.080139299920596,47.222,0.0003,0.08249887930335084,-0.09199539780369093,-0.04020108667428087,-0.08917290178040305
0,6.045979659441204,47.222,0.0003,-0.08334006685614341,-0.00869741702213976,-0.06166853782370562,0.09906164751965954
0,5.869679938084269,47.222,0.0003,-0.07822512629833878,0.04551456527400986,0.08554575211314476,0.10202036790092725
