interval,loss,a0,b0,c0,d0
0,0.14880309027379857,-0.0005418318106389812,0.03642695018365156,0.009395935607155837,0.009213044378360923
0,0.14881063776931452,-0.0005896595054012342,0.03642474059337734,0.009409851911386576,0.009216781462933997
0,0.1488211067330523,-0.000637479875496935,0.03642233871529882,0.009423762567603992,0.009220514669224435
0,0.14883442989360526,-0.0006852923645866725,0.03641974513462904,0.00943766699250796,0.00922424377024787
0,0.14885051887937886,-0.0007330964174606423,0.0364169604570974,0.009451564625023936,0.00922796854008215
0,0.1488692636861932,-0.0007808914815882629,0.036413985306823896,0.009465454922534661,0.009231688749881376
0,0.1488905324131695,-0.0008286770087493487,0.03641082032405189,0.00947933735672726,0.009235404163570082
0,0.1489141713669811,-0.0008764524567265447,0.03640746616273728,0.009493211409101511,0.00923911453325117
0,0.14894000564859636,-0.0009242172910358387,0.036403923487991714,0.009507076566193292,0.009242819594367136
0,0.1489678403482677,-0.0009719709866689233,0.03640019297337751,0.009520932314575847,0.009246519060660431
0,0.14899746248228687,-0.0010197130298180397,0.03639627529805151,0.009534778135710343,0.009250212618985343
0,0.14902864380723582,-0.0010674429195507602,0.03639217114375513,0.009548613500726059,0.009253899924030456
0,0.1490611446422664,-0.0011151601693990365,0.03638788119164753,0.0095624378652192,0.009257580593017537
0,0.14909471881539657,-0.00116286430882388,0.036383406118979125,0.009576250664167464,0.009261254200449261
0,0.14912911982397592,-0.0012105548845143628,0.036378746595602696,0.009590051307064841,0.009264920272984544
0,0.14916410826063745,-0.0012582314614773956,0.03637390328032009,0.009603839173387214,0.00926857828452604
0,0.14919946050290184,-0.0013058936238731422,0.03636887681706362,0.009617613608503873,0.009272227651609493
0,0.149234978596489,-0.0013535409755501388,0.03636366783091292,0.009631373920152503,0.009275867729188739
0,0.149270501179669,-0.0014011731402344546,0.03635827692395069,0.009645119375595148,0.009279497806913126
0,0.14930591520021494,-0.0014487897613287538,0.03635270467096438,0.009658849199569627,0.009283117105995595
0,0.1493411680708634,-0.001496390501280156,0.036346951615005604,0.009672562573144408,0.009286724776769475
0,0.14937627979850968,-0.0015439750404805646,0.03634101826282568,0.00968625863357458,0.009290319897029886
0,0.14941135451342524,-0.001591543075669853,0.036334905080213725,0.009699936475242005,0.00929390147125142
0,0.14944659072610766,-0.0016390943178211687,0.03632861248727402,0.009713595151743592,0.009297468430767192
0,0.14948228956098342,-0.001686628489498765,0.03632214085369172,0.009727233679167824,0.00930101963498542
0,0.14951886016904797,-0.001734145321692295,0.03631549049405091,0.009740851040571166,0.009304553873708347
0,0.14955682151665195,-0.0017816445501474159,0.03630866166328677,0.009754446191632815,0.00930806987060453
0,0.14959679979498358,-0.0018291259112307493,0.036301654552373365,0.009768018067429099,0.009311566287869623
0,0.14963952080176315,-0.0018765891373875474,0.0362944692843719,0.009781565590228006,0.009315041732092858
