interval,loss,p0,p1,a0,b0,c0,d0
0,0.12355643091452059,47.222,0.00023760991038516976,-0.011846508548699975,-0.01957050387664302,0.07212833736169251,-0.0006412338670190171
0,0.2977002654312577,47.222,0.00014611382665923045,-0.056004230966196826,0.12829022347865032,0.010274712921673073,0.0028465228651768926
0,0.42738562607108943,47.222,-0.0008219108423302562,-0.036800280801323415,-0.015695771975939625,0.0660301036896115,0.017649224479034206
0,0.12089526712777227,47.222,0.0002299571794654176,0.008565969119830649,-0.07260236675886898,-0.002828271874974751,-0.012826860441168613
0,0.40824162683652226,47.222,0.00018958928766790728,0.09360757984828491,-0.011801564641268192,0.07412495871918665,-0.04445684047177191
0,0.3535365826912229,47.222,-0.0008866999940776443,-0.04565100135678643,0.020549671404815298,-0.06470940781769569,-0.010456008279729076
0,0.3372035946621707,47.222,0.0007640805358641034,-0.06093037397430586,-0.0067994646283274646,0.05676436607368872,0.07281131251866975
0,0.7059088646049304,47.222,-0.0011818393643748815,-0.007693750323842532,-0.0343180489428353,-0.08762702231870453,-0.01649858419970749
0,0.5871238579919917,47.222,0.0004176881299224472,-0.0974901099579428,0.013030718730618066,0.0011853254558017346,0.025558158056557305
0,0.22325604357050086,47.222,0.0006541922306121106,-0.07235331426140112,-0.034478791871660704,0.08695129362553669,-0.012492761426958932
0,0.19583220085369535,47.222,-0.0007650660693240552,-0.00420801544294844,0.06569500906304768,-0.08814987555781291,-0.013782307424153407
0,0.7348042454731812,47.222,-0.0015416780015663212,0.04782117468481082,-0.03587426792754643,0.14729680529278943,0.014702613466651027
0,0.22825934829091418,47.222,-0.0006133230936239686,0.09047199525907042,-0.003556656898954203,-0.03418716576586355,0.03192266160428566
0,0.3888708990492821,47.222,0.0007167845251116745,0.021323170067441093,0.0374738184174846,-0.05539676868963611,0.09567482011544237
0,0.6097107638006256,47.222,-0.00016228853287907075,0.06402504285502172,0.0836792173956552,-0.06984355322619396,0.047443248168693525
0,0.3076213110293117,47.222,0.00047151997496235054,-0.07611424425816506,-0.012087928937419723,0.019838176750810795,0.03617908353777637
0,0.7773939727464536,47.222,0.0008149486649519366,-0.0886454660152406,-0.04423330109491368,-0.026062252076937,-0.042907356177496976
0,0.3344090532438301,47.222,0.000567868135793903,-0.060555514376674786,0.13133415299741746,0.023795489600986677,-0.005077292202930822
0,0.9154891954088071,47.222,-0.0007201284719574319,0.03377816649679053,-0.0507773938021271,-0.05903461600103404,0.041660654349010395
0,1.1452107945443721,47.222,-0.0011050657752331022,-0.06447383864848222,-0.07585849256594221,-0.04862959789355199,-0.010125047531871002
0,0.5134508188790291,47.222,-0.0002907937776031738,0.056886532752599424,-0.06381635073948605,-0.023276616663646717,-0.0051631471974821815
0,1.0479438613960705,47.222,-0.0008882941963520574,0.0011938175817033298,0.08315564121593991,0.022622375005021858,0.012637075010142579
0,0.3800201560723786,47.222,-0.0001889328416122965,-0.03579173131138623,0.15015506997699163,-0.0239343865487667,0.08032338115050418
0,1.0931144804585544,47.222,-0.0008920007217611409,-0.04882642516572115,0.022320694883275795,0.01452737626001865,-0.06534867915790413
0,0.5601762164209514,47.222,0.0007796111732467914,0.08963202772057069,0.023891594080993842,-0.022292857164416726,-0.07117386664973531
