1,47.2396304
2,47.2350186
3,47.2591861
4,47.2767138
5,47.2960742
6,47.2764224
7,47.2555751
8,47.2392112
9,47.2197147
10,47.2141128
11,47.2145945
12,47.2102445
13,47.2178445
14,47.2028747
15,47.2016098
16,47.1952329
17,47.1865889
18,47.1844995
19,47.1894737
20,47.2042475
21,47.2025977
22,47.2101412
23,47.2076146
24,47.1875141
25,47.1842953
26,47.1847706
27,47.1885223
28,47.1862484
29,47.2108855
30,47.2084777
31,47.2064418
32,47.2043209
33,47.1998805
34,47.2068062
35,47.2158233
36,47.2359784
37,47.250837
38,47.2625972
39,47.2386884
40,47.2179538
41,47.2143607
42,47.2110117
43,47.2107942
44,47.2192057
45,47.2166187
46,47.2197044
47,47.2165619
48,47.2155872
49,47.205893
50,47.2145478
51,47.223152
52,47.2448095
53,47.2570186
54,47.2594462
55,47.2528268
56,47.2400446
57,47.2385132
58,47.2194685
59,47.2355432
60,47.2418925
61,47.2400831
62,47.2388667
63,47.2549195
64,47.2406611
65,47.2341126
66,47.2527885
67,47.2721099
68,47.2977087
69,47.3144041
70,47.3064077
71,47.2774664
72,47.2529257
73,47.2311113
74,47.2364686
75,47.2320334
76,47.2320463
77,47.2453332
78,47.2312737
79,47.2212016
80,47.2192759
81,47.2100659
82,47.2118194
83,47.2175546
84,47.2249639
85,47.240554
86,47.243932
87,47.2356203
88,47.23895
89,47.2108929
90,47.215995
91,47.2238905
92,47.2312264
93,47.239225
94,47.2432983
95,47.2587601
96,47.2561946
97,47.2537681
98,47.270471
99,47.2914835
100,47.3274218
101,47.3474833
102,47.3389952
103,47.3181514
104,47.2960822
105,47.2669095
106,47.2571786
107,47.2586804
108,47.2584445
109,47.2710014
110,47.2661384
111,47.2589282
112,47.2507305
113,47.249141
114,47.2529488
115,47.2686531
116,47.2789218
117,47.2979147
118,47.3041429
119,47.2882004
120,47.2784439
121,47.2498123
122,47.2486602
123,47.2619983
124,47.2674758
125,47.2604383
126,47.2756435
127,47.2702944
128,47.2607186
129,47.2639987
130,47.2673752
131,47.284402
132,47.3018553
133,47.319193
134,47.3079772
135,47.2883521
136,47.2692365
137,47.2421821
138,47.2333447
139,47.2252727
140,47.2322092
141,47.2255422
142,47.228261
143,47.2181154
144,47.215105
145,47.2105767
146,47.2030566
147,47.2121707
148,47.2194854
149,47.2295059
150,47.2289877
151,47.2246966
152,47.2056413
153,47.1979793
154,47.2001928
155,47.1944415
156,47.2102498
157,47.2213555
158,47.226532
159,47.2193693
160,47.2052491
161,47.2146815
162,47.2319838
163,47.228696
164,47.2487023
165,47.2691323
166,47.2689021
167,47.2612847
168,47.2354023
169,47.2210838
170,47.2163223
171,47.2201259
172,47.2240441
173,47.2380802
174,47.2479027
175,47.2185278
176,47.2142917
177,47.21019
178,47.2195751
179,47.2533595
180,47.2486103
181,47.2890285
182,47.2760952
183,47.2846163
184,47.2520061
185,47.258619
186,47.2457372
187,47.2627634
188,47.2701284
189,47.2528484
190,47.2555783
191,47.2530691
192,47.2555968
193,47.2631608
194,47.2818434
195,47.2834652
196,47.3278076
197,47.3303572
198,47.3446885
199,47.3068536
200,47.27232
201,47.2706962
202,47.2414014
203,47.2624779
204,47.2435621
205,47.2646541
206,47.2410067
207,47.2279514
208,47.2203258
209,47.213107
210,47.2196338
211,47.2402221
212,47.2616752
213,47.2573782
214,47.2601004
215,47.2460444
216,47.2347754
217,47.2358452
218,47.2262533
219,47.236084
220,47.246624
221,47.2579244
222,47.2645529
223,47.2759129
224,47.2872836
