interval,loss,p0,p1,a0,b0,c0,d0
0,0.13484623383121397,47.22199956125359,0.0002507645210400027,0.00899993531058937,0.050000537887334856,0.1763415052442309,-6.682258096450478e-06
0,0.12070279667776136,47.22199955137002,0.0002502372848928973,0.008999957625502618,0.050000647549867716,0.09647827529927325,-2.8010207109688197e-06
0,0.12069164580508902,47.221999550117964,0.00025019147690340195,0.008999961309569274,0.05000066495937193,0.08627214609800904,-2.2970879863162586e-06
0,0.12157190529102246,47.221999539351216,0.00025000989869602833,0.009000001664645157,0.05000085026416155,0.004675212373858906,1.7662856667087021e-06
0,0.12103191397968106,47.22199954743725,0.00025011126078926867,0.008999969927057386,0.05000070522828998,0.06467495180316647,-1.2265516556719727e-06
0,0.1215530835855914,47.22199954383472,0.00025004158594923407,0.00899998306539109,0.05000076573565841,0.03670281127280429,1.6638584229497361e-07
0,0.1286286032547025,47.221999559154646,0.00025063078498619617,0.008999939160202535,0.05000055752676285,0.15971299790668747,-5.884904990849075e-06
0,0.12489037421950507,47.22199955728247,0.00025052049506707713,0.008999942961502699,0.05000057655274785,0.14468002815660694,-5.1586958526248656e-06
0,0.1216473067737056,47.221999542356045,0.0002500249339587017,0.008999988946133039,0.05000079257383794,0.025742515395266202,7.13516151784181e-07
0,0.14506861317134864,47.22199956364592,0.00025092856408124496,0.008999931397331866,0.050000517449565386,0.19496474901523278,-7.567199778496694e-06
0,0.12160949018541772,47.221999543125314,0.00025003277734578883,0.008999985853250686,0.050000778474142075,0.03140021999831452,4.310182881632167e-07
0,0.12847126906159428,47.22199955908924,0.0002506267834617452,0.008999939286945707,0.05000055816659433,0.1591907994171442,-5.859761468214764e-06
0,0.12081426154087663,47.22199954884889,0.0002501504464615215,0.008999965264338822,0.050000683510830375,0.07599165866184512,-1.788150083845535e-06
0,0.12250039133699993,47.22199955537509,0.0002504177475487602,0.008999947227125603,0.05000059754846451,0.1292086937500702,-4.4064577887087e-06
0,0.12677672216168387,47.221999558322615,0.00025058066927101543,0.008999940804618833,0.05000056579781813,0.1530534350434927,-5.563797995116576e-06
0,0.12271189591326064,47.221999555593506,0.00025042899347122637,0.00899994671744865,0.05000059505717443,0.13098667813228687,-4.493141189631734e-06
0,0.12132387017479818,47.22199954566279,0.0002500715957773139,0.00899997618007537,0.050000734135629395,0.05070266234123531,-5.315029035710073e-07
0,0.12532583187577265,47.22199955754599,0.00025053547296176255,0.008999942404139639,0.0500005737831925,0.14680617706625257,-5.26169779648231e-06
0,0.12139967561692867,47.22199955384904,0.0002503431050870033,0.008999950948980292,0.050000615614718955,0.1167534963299087,-3.797615839360497e-06
0,0.1475239381674626,47.22199956411693,0.00025096219003909007,0.008999930681183226,0.05000051364855959,0.19858766509493508,-7.738303765680415e-06
64,0.20919044380008223,47.22199972506056,0.00025068260380465125,0.009000100939695227,0.050000053497576816,0.16684484603383265,-6.228352811784838e-06
64,0.15755551302452098,47.221999722461476,0.0002500405426325143,0.009000123092617156,0.050000118369706976,0.039763485654418146,1.34379638666188e-08
64,0.30773240734912977,47.221999726370655,0.0002509452518920885,0.00900009712541701,0.050000043121640816,0.19716529901353222,-7.67189341427223e-06
64,0.16847161516266387,47.22199972417812,0.0002504986571556331,0.009000104356644589,0.050000063060586214,0.1421674476915254,-5.037479089544518e-06
64,0.19319602049212226,47.221999724764856,0.00025062182267495965,0.00900010198116263,0.05000005638772368,0.1590851427682322,-5.8553338522813615e-06
64,0.18408986272963113,47.22199972457329,0.00025058203020884655,0.009000102706030105,0.05000005841238937,0.15380944578818279,-5.600950026239564e-06
64,0.15417151997674602,47.22199972253595,0.0002500908400661101,0.009000118612282759,0.05000010483443399,0.060021350937525225,-9.956150038900412e-07
