558,-0.0886698
559,-0.0739272
560,-0.0992178
561,-0.1016898
562,-0.0940542
563,-0.0665685
564,-0.0464641
565,-0.0241572
566,-0.0056168
567,-0.0348416
568,-0.0447428
569,-0.0597707
570,-0.071424
571,-0.0594804
572,-0.0468992
573,-0.0347979
574,-0.0392005
575,-0.0418182
576,-0.0454206
577,-0.0477851
578,-0.0329933
579,-0.0025008
580,0.0293807
581,0.0585072
582,0.0599559
583,0.013881
584,-0.0192885
585,-0.0535465
586,-0.0674273
587,-0.0669284
588,-0.0625903
589,-0.0674806
590,-0.0743976
591,-0.0776947
592,-0.0960223
593,-0.102493
594,-0.1042023
595,-0.0900143
596,-0.0697267
597,-0.0425413
598,-0.0434645
599,-0.069919
600,-0.0787507
601,-0.0951695
602,-0.0884186
603,-0.0803072
604,-0.0686591
605,-0.0384693
606,-0.0364643
607,-0.0352498
608,-0.0412049
609,-0.0339597
610,-0.0106578
611,0.0350834
612,0.0713001
613,0.1280271
614,0.1229759
615,0.0749578
616,0.0300668
617,-0.0087301
618,-0.0315619
619,-0.0114532
620,-0.0149587
621,-0.0219094
622,-0.0135944
623,-0.0351662
624,-0.037277
625,-0.0553115
626,-0.0493279
627,-0.0181494
628,0.0050245
629,0.0383506
630,0.037741
631,0.0230056
632,-0.0054009
633,-0.0264111
634,-0.0377993
635,-0.036315
636,-0.0272764
637,-0.0132284
638,-0.0160783
639,-0.0206648
640,-0.0369727
641,-0.0402229
642,-0.0243088
643,0.0068065
644,0.042234
645,0.0691167
646,0.0463535
647,0.0105836
648,-0.0466491
649,-0.0751322
650,-0.0929524
651,-0.0895563
652,-0.0940044
653,-0.0846193
654,-0.1031208
655,-0.1213538
656,-0.1241166
657,-0.1426774
658,-0.1428848
659,-0.1364072
660,-0.1154832
661,-0.1077541
662,-0.103745
663,-0.1248772
664,-0.136219
665,-0.1472507
666,-0.1478229
