interval,loss,p0,p1,a0,b0,c0,d0
0,0.13111125122551429,47.22199954220603,0.0002505179266863196,0.009517785897883694,0.05000090885222831,0.14359840401496374,-7.105546755195926e-06
0,0.20366766629318417,47.221999487397454,0.00025092426882128145,0.030752502744481793,0.0500035987075082,0.18036811160440494,-8.85169695831088e-06
0,1.8470455099875651,47.221999831423034,0.00034424620722878484,0.16448265925774544,0.0500221759276027,0.15970092018107865,7.066160008959628e-06
0,0.12154932506373613,47.22199953853619,0.00025001022949971426,0.009053274315754017,0.05000086982260556,0.004617473973744879,-2.3082646423854885e-07
0,0.9953158606981881,47.22199896025616,0.0003125318191784329,0.11620272308327108,0.05004835908593772,0.08271582551048225,1.0365797684921537e-06
0,1.1783982204629513,47.221999327619045,0.0003309664763872847,0.12828040807847513,0.05003920223617683,0.04901708932793483,1.5178865392469178e-06
0,0.7601816483765564,47.22199878515722,0.0002730679933411813,0.09965124688639701,0.05004184546661559,0.16853634182419408,-4.539021880262116e-06
0,1.869076516789875,47.22199984247983,0.0003445921331802064,0.16627672692016168,0.05002180905976859,0.13334061067143674,5.945942269390769e-06
0,0.21478743653826957,47.221999476293455,0.00025094794174170063,0.03388139212357694,0.050004109484367454,0.17857025745434651,-8.759238671850116e-06
0,1.7797720217022754,47.22199981530702,0.0003442285901347889,0.162287841943518,0.0500228720053279,0.10135688159262664,4.482871973300613e-06
0,0.29098911857319676,47.22199942961547,0.00025135832137770947,0.045470690098810496,0.05000635364584385,0.1985435603571094,-9.657492055415853e-06
0,0.4671146889848497,47.22199917974308,0.0002535021301552201,0.07551270440576459,0.05001799909882262,0.07769448276783289,-3.6126279473961833e-06
0,0.11813340914132567,47.221999549065046,0.00025006996826818336,0.0043039830592399506,0.05000039666347436,0.051574345126896515,-2.5751086887336037e-06
0,0.5886623540854161,47.221999033078845,0.0002576333504578248,0.0856797526014609,0.050025775204329194,0.14781541970207487,-6.262444083447326e-06
0,0.6561115454424852,47.221998930527434,0.00026176827183900384,0.09129072066422433,0.05003163250833385,0.1563314361747392,-5.976820970850743e-06
0,0.9783080390116804,47.22199892695207,0.00031012277276715064,0.1151177329011518,0.05004892591699876,0.06192231558541908,6.26825529886999e-07
0,0.37464391681449805,47.22199928715206,0.00025176665949715887,0.0653987751499672,0.050012730808254545,0.0682661964552566,-3.2927066984602356e-06
0,1.1561192493751296,47.221999291034706,0.0003295888099314496,0.12692632580468505,0.050040278748204985,0.006734837545398387,1.9927582804998437e-07
0,0.5621894459502011,47.22199904550573,0.000256687932358799,0.08453099601540141,0.05002490187659839,0.036775491822793605,-1.592822589367271e-06
0,0.302074660142025,47.221999414667415,0.0002513993632621272,0.04831941371306702,0.050007030071965664,0.19321718625358883,-9.390478280624574e-06
64,1.9979234977419411,47.222000086034065,0.0003078091957255332,0.1614874356909617,0.050031779186275306,0.1362716587972987,1.064168406462092e-06
64,1.9852025858382203,47.22200029883908,0.0003065361816897015,0.16454098061725386,0.05006130558552669,0.07498097607361445,4.900886545550885e-07
64,0.18044000692446685,47.22199972319,0.00025000560447610765,0.023595973043884687,0.05000045837610677,0.010018715196633688,-5.008796101817352e-07
64,0.7677518828669597,47.22199973115139,0.00025049795123776214,0.10505654595525318,0.05000545570529657,0.08939012708940997,-4.424994430042612e-06
